"Word","Pinyin","OtherPinyin","Level","First Translation","Other Translations","ParentWord","ParentPinyin","Zhuyin"
"交貨","jiāohuò","","7","to deliver goods","","","","ㄐㄧㄠ　ㄏㄨㄛˋ"
"交集","jiāojí","","7","intersection (symbol ∩) (set theory)","","","","ㄐㄧㄠ　ㄐㄧˊ"
"交情","jiāoqíng","","7","friendship","friendly relations","","","ㄐㄧㄠ　ㄑㄧㄥˊ"
"交涉","jiāoshè","","7","to negotiate (with)","to have dealings (with)","","","ㄐㄧㄠ　ㄕㄜˋ"
"交談","jiāotán","","7","to discuss","to converse, chat, discussion","","","ㄐㄧㄠ　ㄊㄢˊ"
"焦","jiāo","","7","burnt","scorched, charred, worried, anxious, coke, surname Jiao, abbr. for 焦耳[jiao1 er3], joule","焦急","jiāojí","ㄐㄧㄠ　ㄐㄧˊ"
"焦急","jiāojí","","7","anxiety","anxious","","","ㄐㄧㄠ　ㄐㄧˊ"
"腳本","jiǎoběn","","7","script","","","","ㄐㄧㄠˇ　ㄅㄣˇ"
"攪","jiǎo","","7","to disturb","to annoy, to mix, to stir","攪和","jiǎohuo","ㄐㄧㄠˇ　˙ㄏㄨㄛ"
"攪和","jiǎohuo","","7","to mix (up)","to blend, to spoil","","","ㄐㄧㄠˇ　˙ㄏㄨㄛ"
"轎","jiào","","7","sedan chair","palanquin, litter","轎車","jiàochē","ㄐㄧㄠˋ　ㄔㄜ"
"轎車","jiàochē","","7","enclosed carriage for carrying passengers","motor carriage, car or bus, limousine, CL:部[bu4],輛|辆[liang4]","","","ㄐㄧㄠˋ　ㄔㄜ"
"叫好","jiàohǎo","","7","to applaud","to cheer","","","ㄐㄧㄠˋ　ㄏㄠˇ"
"教官","jiàoguān","","7","military instructor","","","","ㄐㄧㄠˋ　ㄍㄨㄢ"
"教化","jiàohuà","","7","to enlighten","to civilize, to indoctrinate, to train (an animal)","","","ㄐㄧㄠˋ　ㄏㄨㄚˋ"
"誨","huì","","7","to teach","to instruct, to induce","教誨","jiàohuǐ","ㄐㄧㄠˋ　ㄏㄨㄟˋ"
"教誨","jiàohuǐ","","7","to instruct","","","","ㄐㄧㄠˋ　ㄏㄨㄟˋ"
"教徒","jiàotú","","7","disciple","follower of a religion","","","ㄐㄧㄠˋ　ㄊㄨˊ"
"教員","jiàoyuán","","7","teacher","instructor, CL:個|个[ge4]","","","ㄐㄧㄠˋ　ㄩㄢˊ"
"較量","jiàoliàng","","7","to pit oneself against sb","to compete with sb, contest, battle, to haggle, to quibble","","","ㄐㄧㄠˋ　ㄌㄧㄤˋ"
"皆","jiē","","7","all","each and every, in all cases","","","ㄐㄧㄝ"
"階層","jiēcéng","","7","hierarchy","stratum, social class","","","ㄐㄧㄝ　ㄘㄥˊ"
"階級","jiējí","","7","(social) class","CL:個|个[ge4]","","","ㄐㄧㄝ　ㄐㄧˊ"
"坊","fāng","fáng","7","lane (usually as part of a street name)","memorial archway, workshop, mill, Taiwan pr. [fang1], surname Fang","街坊","jiēfang","ㄐㄧㄝ　˙ㄈㄤ"
"街坊","jiēfang","","7","neighborhood","neighbor","","","ㄐㄧㄝ　˙ㄈㄤ"
"接管","jiēguǎn","","7","to take over","to assume control","","","ㄐㄧㄝ　ㄍㄨㄢˇ"
"接連","jiēlián","","7","on end","in a row, in succession","","","ㄐㄧㄝ　ㄌㄧㄢˊ"
"接納","jiēnà","","7","to admit (to membership)","","","","ㄐㄧㄝ　ㄋㄚˋ"
"洽","qià","","7","accord","to make contact, to agree, to consult with, extensive","接洽","jiēqià","ㄐㄧㄝ　ㄑㄧㄚˋ"
"接洽","jiēqià","","7","to discuss a matter with sb","to get in touch with, to arrange","","","ㄐㄧㄝ　ㄑㄧㄚˋ"
"接下來","jiēxiàlái","","7","to accept","to take, next, following","","","ㄐㄧㄝㄒㄧㄚˋㄌㄞˊ"
"揭","jiē","","7","to take the lid off","to expose, to unmask","揭幕","jiēmù","ㄐㄧㄝ　ㄇㄨˋ"
"揭幕","jiēmù","","7","opening","unveiling","","","ㄐㄧㄝ　ㄇㄨˋ"
"揭曉","jiēxiǎo","","7","to announce publicly","to publish, to make known, to disclose","","","ㄐㄧㄝ　ㄒㄧㄠˇ"
"潔白","jiébái","","7","spotlessly white","pure white","","","ㄐㄧㄝˊ　ㄅㄞˊ"
"儉","jiǎn","","7","frugal","thrifty, needy","節儉","jiéjiǎn","ㄐㄧㄝˊ　ㄐㄧㄢˇ"
"節儉","jiéjiǎn","","7","frugal","economical","","","ㄐㄧㄝˊ　ㄐㄧㄢˇ"
"節慶","jiéqìng","","7","festival","","","","ㄐㄧㄝˊ　ㄑㄧㄥˋ"
"竭","jié","","7","to exhaust","","竭力","jiélì","ㄐㄧㄝˊ　ㄌㄧˋ"
"竭力","jiélì","","7","to do one's utmost","","","","ㄐㄧㄝˊ　ㄌㄧˋ"
"結實","jiéshi","","7","to bear fruit","rugged, sturdy, strong, durable, buff (physique)","","","ㄐㄧㄝ　˙ㄕ"
"結業","jiéyè","","7","to finish school, esp. a short course","to complete a course","","","ㄐㄧㄝˊ　ㄧㄝˋ"
"結緣","jiéyuán","","7","to form ties","to become attached (to sb, sth)","","","ㄐㄧㄝˊ　ㄩㄢˊ"
"捷","jié","","7","quick","nimble, Czech, Czech Republic, victory, triumph, quick, nimble, prompt, variant of 捷[jie2], abbr. for 捷克[Jie2 ke4]","捷運","jiéyùn","ㄐㄧㄝˊ　ㄩㄣˋ"
"捷運","jiéyùn","","7","rapid transit","subway","","","ㄐㄧㄝˊ　ㄩㄣˋ"
"解放","jiěfàng","","7","to liberate","to emancipate, liberation, refers to the Communists' victory over the Nationalists in 1949, CL:次[ci4]","","","ㄐㄧㄝˇ　ㄈㄤˋ"
"解渴","jiěkě","","7","to quench","","","","ㄐㄧㄝˇ　ㄎㄜˇ"
"剖","pōu","","7","to cut open","to analyze, Taiwan pr. [pou3]","解剖","jiěpǒu","ㄐㄧㄝˇ　ㄆㄡˇ"
"解剖","jiěpǒu","","7","to dissect (an animal)","to analyze, anatomy","","","ㄐㄧㄝˇ　ㄆㄡˇ"
"解說","jiěshuō","","7","to explain","to comment","","","ㄐㄧㄝˇ　ㄕㄨㄛ"
"解體","jiětǐ","","7","to break up into components","to disintegrate, to collapse, to crumble","","","ㄐㄧㄝˇ　ㄊㄧˇ"
"解脫","jiětuō","","7","to untie","to free, to absolve of, to get free of, to extirpate oneself, (Buddhism) to free oneself of worldly worries","","","ㄐㄧㄝˇ　ㄊㄨㄛ"
"解約","jiěyuē","","7","to terminate an agreement","to cancel a contract","","","ㄐㄧㄝˇ　ㄩㄝ"
"屆時","jièshí","","7","when the time comes","at the scheduled time","","","ㄐㄧㄝˋ　ㄕˊ"
"戒備","jièbèi","","7","to take precautions","to guard against (emergency)","","","ㄐㄧㄝˋ　ㄅㄟˋ"
"借貸","jièdài","","7","to borrow or lend money","debit and credit items on a balance sheet","","","ㄐㄧㄝˋ　ㄉㄞˋ"
"藉","jiè","jí","7","to insult","to walk all over (sb), sleeping mat, to placate, variant of 借[jie4], surname Ji","藉口","jièkǒu","ㄐㄧㄝˋ　ㄎㄡˇ"
"藉口","jièkǒu","","7","to use as an excuse","on the pretext, excuse, pretext, also written 借口[jie4 kou3]","","","ㄐㄧㄝˋ　ㄎㄡˇ"
"介入","jièrù","","7","to intervene","to get involved","","","ㄐㄧㄝˋ　ㄖㄨˋ"
"金錢","jīnqián","","7","money","currency","","","ㄐㄧㄣ　ㄑㄧㄢˊ"
"金魚","jīnyú","","7","goldfish","","","","ㄐㄧㄣ　ㄩˊ"
"津","jīn","","7","saliva","sweat, a ferry crossing, a ford (river crossing), abbr. for Tianjin 天津","津貼","jīntiē","ㄐㄧㄣ　ㄊㄧㄝ"
"津貼","jīntiē","","7","allowance","","","","ㄐㄧㄣ　ㄊㄧㄝ"
"緊湊","jǐncòu","","7","compact","terse, tight (schedule)","","","ㄐㄧㄣˇ　ㄘㄡˋ"
"緊密","jǐnmì","","7","inseparably close","","","","ㄐㄧㄣˇ　ㄇㄧˋ"
"緊縮","jǐnsuō","","7","(economics) to reduce","to curtail, to cut back, to tighten, austerity, tightening, crunch","","","ㄐㄧㄣˇ　ㄙㄨㄛ"
"謹","jǐn","","7","cautious","careful, solemnly, sincerely (formal)","謹慎","jǐnshèn","ㄐㄧㄣˇ　ㄕㄣˋ"
"謹慎","jǐnshèn","","7","cautious","prudent","","","ㄐㄧㄣˇ　ㄕㄣˋ"
"勁","jìn","","7","strength","energy, enthusiasm, spirit, mood, expression, interest, stalwart, sturdy, strong, powerful, CL:把[ba3]","","","ㄐㄧㄣˋ/ㄐㄧㄣˋㄦ"
"進場","jìnchǎng","","7","to go into","to enter an arena (e.g. sporting)","","","ㄐㄧㄣˋ　ㄔㄤˇ"
"進度","jìndù","","7","pace","tempo, degree of progress (on project), work schedule","","","ㄐㄧㄣˋ　ㄉㄨˋ"
"進而","jìnér","","7","and then (what follows next)","","","","ㄐㄧㄣˋㄦˊ"
"進攻","jìngōng","","7","to attack","to assault, to go on the offensive, attack, assault, offense (sports)","","","ㄐㄧㄣˋ　ㄍㄨㄥ"
"進化","jìnhuà","","7","evolution","CL:個|个[ge4]","","","ㄐㄧㄣˋ　ㄏㄨㄚˋ"
"進軍","jìnjūn","","7","to march","to advance","","","ㄐㄧㄣˋ　ㄐㄩㄣ"
"進修","jìnxiū","","7","to undertake advanced studies","to take a refresher course","","","ㄐㄧㄣˋ　ㄒㄧㄡ"
"進展","jìnzhǎn","","7","to make headway","to make progress","","","ㄐㄧㄣˋ　ㄓㄢˇ"
"晉","jìn","","7","the Jin Dynasties (265-420)","Western Jin 西晉|西晋[Xi1 Jin4] (265-316), Eastern Jin 東晉|东晋[Dong1 Jin4] (317-420) and Later Jin Dynasty (936-946), short name for Shanxi province 山西[Shan1 xi1], to move forward, to promote, to advance, surname Jin","晉級","jìnjí","ㄐㄧㄣˋ　ㄐㄧˊ"
"晉級","jìnjí","","7","to advance in rank","promotion, advancement","","","ㄐㄧㄣˋ　ㄐㄧˊ"
"盡量","jìnliàng","","7","as much as possible","to the greatest extent","","","ㄐㄧㄣˋ　ㄌㄧㄤˋ"
"禁令","jìnlìng","","7","prohibition","ban","","","ㄐㄧㄣˋ　ㄌㄧㄥˋ"
"精光","jīngguāng","","7","nothing left (money, food etc)","all finished, bright and shiny, radiant, glorious","","","ㄐㄧㄥ　ㄍㄨㄤ"
"精華","jīnghuá","","7","best feature","most important part of an object, quintessence, essence, soul","","","ㄐㄧㄥ　ㄏㄨㄚˊ"
"精明","jīngmíng","","7","astute","shrewd","","","ㄐㄧㄥ　ㄇㄧㄥˊ"
"髓","suǐ","","7","marrow","essence, quintessence, pith (soft interior of plant stem)","精髓","jīngsuǐ","ㄐㄧㄥ　ㄙㄨㄟˇ"
"精髓","jīngsuǐ","","7","marrow","pith, quintessence, essence","","","ㄐㄧㄥ　ㄙㄨㄟˇ"
"緻","zhì","","7","fine","delicate, to send, to devote, to deliver, to cause, to convey","精緻","jīngzhì","ㄐㄧㄥ　ㄓˋ"
"精緻","jīngzhì","","7","delicate","fine, exquisite, refined","","","ㄐㄧㄥ　ㄓˋ"
"經典","jīngdiǎn","","7","the classics","scriptures, classical, classic (example, case etc), typical","","","ㄐㄧㄥ　ㄉㄧㄢˇ"
"經書","jīngshū","","7","classic books in Confucianism","scriptures, sutras","","","ㄐㄧㄥ　ㄕㄨ"
"驚惶","jīnghuáng","","7","panic-stricken","","","","ㄐㄧㄥ　ㄏㄨㄤˊ"
"驚奇","jīngqí","","7","to be amazed","to be surprised, to wonder","","","ㄐㄧㄥ　ㄑㄧˊ"
"驚喜","jīngxǐ","","7","nice surprise","to be pleasantly surprised","","","ㄐㄧㄥ　ㄒㄧˇ"
"驚險","jīngxiǎn","","7","thrilling","a thriller","","","ㄐㄧㄥ　ㄒㄧㄢˇ"
"鯨","jīng","","7","whale","","鯨魚","jīngyú","ㄐㄧㄥ　ㄩˊ"
"鯨魚","jīngyú","","7","whale","CL:條|条[tiao2]","","","ㄐㄧㄥ　ㄩˊ"
"井","jǐng","","7","Jing, one of the 28 constellations of Chinese astronomy","a well, neat, orderly, surname Jing, CL:口[kou3]","","","ㄐㄧㄥˇ"
"警報","jǐngbào","","7","(fire) alarm","alert signal, alarm, alert, warning","","","ㄐㄧㄥˇ　ㄅㄠˋ"
"警覺","jǐngjué","","7","to be on guard","alert, vigilance, alertness","","","ㄐㄧㄥˇ　ㄐㄩㄝˊ"
"惕","tì","","7","fearful","respectful","警惕","jǐngtì","ㄐㄧㄥˇ　ㄊㄧˋ"
"警惕","jǐngtì","","7","to be on the alert","vigilant, alert, on guard, to warn","","","ㄐㄧㄥˇ　ㄊㄧˋ"
"警衛","jǐngwèi","","7","to stand guard over","(security) guard","","","ㄐㄧㄥˇ　ㄨㄟˋ"
"景觀","jǐngguān","","7","landscape","","","","ㄐㄧㄥˇ　ㄍㄨㄢ"
"景氣","jǐngqì","","7","(of economy, business etc) flourishing","prosperous","","","ㄐㄧㄥˇ　ㄑㄧˋ"
"景物","jǐngwù","","7","scenery","","","","ㄐㄧㄥˇ　ㄨˋ"
"景象","jǐngxiàng","","7","scene","sight (to behold)","","","ㄐㄧㄥˇ　ㄒㄧㄤˋ"
"敬佩","jìngpèi","","7","to esteem","to admire","","","ㄐㄧㄥˋ　ㄆㄟˋ"
"境地","jìngdì","","7","circumstances","","","","ㄐㄧㄥˋ　ㄉㄧˋ"
"靜脈","jìngmài","","7","vein","","","","ㄐㄧㄥˋ　ㄇㄞˋ"
"靜態","jìngtài","","7","static","sedate, quiet, passive, (physics) static, steady-state, (electronics) quiescent","","","ㄐㄧㄥˋ　ㄊㄞˋ"
"競賽","jìngsài","","7","race","competition, CL:個|个[ge4]","","","ㄐㄧㄥˋ　ㄙㄞˋ"
"競選","jìngxuǎn","","7","to take part in an election","to run for office","","","ㄐㄧㄥˋ　ㄒㄩㄢˇ"
"揪","jiū","","7","to seize","to clutch, to grab firmly and pull","","","ㄐㄧㄡ"
"糾紛","jiūfēn","","7","dispute","","","","ㄐㄧㄡ　ㄈㄣ"
"酒店","jiǔdiàn","","7","wine shop","pub (public house), hotel, restaurant, (Tw) hostess club","","","ㄐㄧㄡˇ　ㄉㄧㄢˋ"
"酒館","jiǔguǎn","","7","tavern","pub, wine shop","","","ㄐㄧㄡˇ　ㄍㄨㄢˇ"
"酒精","jiǔjīng","","7","alcohol","ethanol CH3CH2OH, ethyl alcohol, also written 乙醇, grain alcohol","","","ㄐㄧㄡˇ　ㄐㄧㄥ"
"就緒","jiùxù","","7","to be ready","to be in order","","","ㄐㄧㄡˋ　ㄒㄩˋ"
"救濟","jiùjì","","7","emergency relief","to help the needy with cash or goods","","","ㄐㄧㄡˋ　ㄐㄧˋ"
"救援","jiùyuán","","7","to save","to support, to help, to assist","","","ㄐㄧㄡˋ　ㄩㄢˊ"
"局部","júbù","","7","part","local","","","ㄐㄩˊ　ㄅㄨˋ"
"局面","júmiàn","","7","aspect","phase, situation","","","ㄐㄩˊ　ㄇㄧㄢˋ"
"沮","jǔ","","7","to destroy","to stop","沮喪","jǔsàng","ㄐㄩˇ　ㄙㄤˋ"
"沮喪","jǔsàng","","7","dispirited","dejected, dismayed","","","ㄐㄩˇ　ㄙㄤˋ"
"舉例","jǔlì","","7","to give an example","","","","ㄐㄩˇ　ㄌㄧˋ"
"舉止","jǔzhǐ","","7","bearing","manner, mien","","","ㄐㄩˇ　ㄓˇ"
"舉重","jǔzhòng","","7","to lift weights","weight-lifting (sports)","","","ㄐㄩˇ　ㄓㄨㄥˋ"
"巨人","jùrén","","7","giant","","","","ㄐㄩˋ　ㄖㄣˊ"
"據悉","jùxī","","7","according to reports","it is reported (that)","","","ㄐㄩˋ　ㄒㄧ"
"聚餐","jùcān","","7","communal meal","formal dinner of club or group","","","ㄐㄩˋ　ㄘㄢ"
"俱全","jùquán","","7","every kind","every variety under the sun, a complete gamut","","","ㄐㄩˋ　ㄑㄩㄢˊ"
"捐獻","juānxiàn","","7","to donate","to contribute, donation, contribution","","","ㄐㄩㄢ　ㄒㄧㄢˋ"
"捐贈","juānzèng","","7","to contribute (as a gift)","to donate, benefaction","","","ㄐㄩㄢ　ㄗㄥˋ"
"決賽","juésài","","7","finals (of a competition)","","","","ㄐㄩㄝˊ　ㄙㄞˋ"
"決議","juéyì","","7","resolution","decision (of a congress)","","","ㄐㄩㄝˊ　ㄧˋ"
"抉","jué","","7","to pick out","to single out","抉擇","juézé","ㄐㄩㄝˊ　ㄗㄜˊ"
"抉擇","juézé","","7","to choose (literary)","","","","ㄐㄩㄝˊ　ㄗㄜˊ"
"絕大多數","juédàduōshù","","7","absolute majority","overwhelming majority","","","ㄐㄩㄝˊ　ㄉㄚˋ　ㄉㄨㄛ　ㄕㄨˋ"
"絕跡","juéjī","","7","to be eradicated","to vanish, extinct, to break off relations","","","ㄐㄩㄝˊ　ㄐㄧ"
"均衡","jūnhéng","","7","equal","balanced, harmony, equilibrium","","","ㄐㄩㄣ　ㄏㄥˊ"
"勻","yún","","7","even","well-distributed, uniform, to distribute evenly, to share","均勻","jūnyún","ㄐㄩㄣ　ㄩㄣˊ"
"均勻","jūnyún","","7","even","well-distributed, homogeneous, well-proportioned (figure, body etc)","","","ㄐㄩㄣ　ㄩㄣˊ"
"軍備","jūnbèi","","7","(military) arms","armaments","","","ㄐㄩㄣ　ㄅㄟˋ"
"閥","fá","","7","powerful individual, family or group","clique, (loanword) valve","軍閥","jūnfá","ㄐㄩㄣ　ㄈㄚˊ"
"軍閥","jūnfá","","7","military clique","junta, warlord","","","ㄐㄩㄣ　ㄈㄚˊ"
"軍官","jūnguān","","7","officer (military)","","","","ㄐㄩㄣ　ㄍㄨㄢ"
"艦","jiàn","","7","warship","","軍艦","jūnjiàn","ㄐㄩㄣ　ㄐㄧㄢˋ"
"軍艦","jūnjiàn","","7","warship","military naval vessel, CL:艘[sou1]","","","ㄐㄩㄣ　ㄐㄧㄢˋ"
"開辦","kāibàn","","7","to open","to start (a business etc), to set up","","","ㄎㄞ　ㄅㄢˋ"
"開導","kāidǎo","","7","to talk sb round","to straighten sth out, to enlighten","","","ㄎㄞ　ㄉㄠˇ"
"開動","kāidòng","","7","to start","to set in motion, to move, to march, to dig in (eating), to tuck in (eating)","","","ㄎㄞ　ㄉㄨㄥˋ"
"開飯","kāifàn","","7","to serve a meal","","","","ㄎㄞ　ㄈㄢˋ"
"開口","kāikǒu","","7","to open one's mouth","to start to talk","","","ㄎㄞ　ㄎㄡˇ"
"開闊","kāikuò","","7","wide","open (spaces), to open up","","","ㄎㄞ　ㄎㄨㄛˋ"
"開路","kāilù","","7","to open up a path","to make one's way through, to construct a road, (electricity) open circuit","","","ㄎㄞ　ㄌㄨˋ"
"開幕","kāimù","","7","to open (a conference)","to inaugurate","","","ㄎㄞ　ㄇㄨˋ"
"開盤","kāipán","","7","to commence trading (stock market)","","","","ㄎㄞ　ㄆㄢˊ"
"闢","pì","","7","to open (a door)","to open up (for development), to dispel, to refute, to repudiate","開闢","kāipì","ㄎㄞ　ㄆㄧˋ"
"開闢","kāipì","","7","to open up","to set up, to establish","","","ㄎㄞ　ㄆㄧˋ"
"啟","qǐ","","7","Qi son of Yu the Great 禹[Yu3], reported founder of the Xia Dynasty 夏朝[Xia4 Chao2] (c. 2070-c. 1600 BC)","to open, to start, to initiate, to enlighten or awaken, to state, to inform","開啟","kāiqǐ","ㄎㄞ　ㄑㄧˇ"
"開啟","kāiqǐ","","7","to open","to start, (computing) to enable","","","ㄎㄞ　ㄑㄧˇ"
"開頭","kāitóu","","7","beginning","to start","","","ㄎㄞ　ㄊㄡˊ/ㄎㄞㄊㄡˊㄦ"
"開銷","kāixiāo","","7","to pay (expenses)","expenses, (old) to dismiss (an employee)","","","ㄎㄞ　ㄒㄧㄠ"
"開業","kāiyè","","7","to open a business","to open a practice, open (for business)","","","ㄎㄞ　ㄧㄝˋ"
"開展","kāizhǎn","","7","to launch","to develop, to unfold, (of an exhibition etc) to open","","","ㄎㄞ　ㄓㄢˇ"
"開張","kāizhāng","","7","to open a business","first transaction of a business day","","","ㄎㄞ　ㄓㄤ"
"刊物","kānwù","","7","publication","","","","ㄎㄢ　ㄨˋ"
"刊登","kāndēng","","7","to carry a story","to publish (in a newspaper or magazine)","","","ㄎㄢ　ㄉㄥ"
"看守","kānshǒu","","7","to guard","to watch over","","","ㄎㄢ　ㄕㄡˇ"
"康復","kāngfù","","7","to recuperate","to recover (health), to convalesce","","","ㄎㄤ　ㄈㄨˋ"
"慷","kāng","","7","generous","magnanimous","慷慨","kāngkǎi","ㄎㄤ　ㄎㄞˇ"
"慨","gě","kǎi","7","possessive particle (Cantonese)","Mandarin equivalent: 的[de5], to sigh (with emotion), indignant, generous, to sigh (with emotion), old variant of 慨[kai3]","慷慨","kāngkǎi","ㄎㄤ　ㄎㄞˇ"
"慷慨","kāngkǎi","","7","vehement","fervent, generous, giving, liberal","","","ㄎㄤ　ㄎㄞˇ"
"扛","káng","","7","old variant of 扛[gang1]","","","","ㄎㄤˊ"
"抗爭","kàngzhēng","","7","to resist","to make a stand and fight (against)","","","ㄎㄤˋ　ㄓㄥ"
"考場","kǎochǎng","","7","exam room","","","","ㄎㄠˇ　ㄔㄤˇ"
"考古","kǎogǔ","","7","archaeology","","","","ㄎㄠˇ　ㄍㄨˇ"
"考量","kǎoliáng","","7","to consider","to give serious consideration to sth, consideration","","","ㄎㄠˇ　ㄌㄧㄤˊ"
"考生","kǎoshēng","","7","exam candidate","student whose name has been put forward for an exam","","","ㄎㄠˇ　ㄕㄥ"
"考驗","kǎoyàn","","7","to test","to put to the test, trial, ordeal","","","ㄎㄠˇ　ㄧㄢˋ"
"烤肉","kǎoròu","","7","barbecue (lit. roast meat)","","","","ㄎㄠˇ　ㄖㄡˋ"
"刻畫","kèhuà","","7","to portray","","","","ㄎㄜˋ　ㄏㄨㄚˋ"
"科幻","kēhuàn","","7","science fiction","abbr. for 科學幻想|科学幻想[ke1 xue2 huan4 xiang3]","","","ㄎㄜ　ㄏㄨㄢˋ"
"苛","kē","","7","severe","exacting","苛責","kēzé","ㄎㄜ　ㄗㄜˊ"
"苛責","kēzé","","7","to criticize harshly","to excoriate","","","ㄎㄜ　ㄗㄜˊ"
"可觀","kěguān","","7","considerable","impressive, significant","","","ㄎㄜˇ　ㄍㄨㄢ"
"可見","kějiàn","","7","it can clearly be seen (that this is the case)","it is (thus) clear, clear, visible","","","ㄎㄜˇ　ㄐㄧㄢˋ"
"可望","kěwàng","","7","can be expected (to)","to be expected (to), hopefully (happening)","","","ㄎㄜˇ　ㄨㄤˋ"
"可行","kěxíng","","7","feasible","","","","ㄎㄜˇ　ㄒㄧㄥˊ"
"刻薄","kèbó","","7","unkind","harsh, cutting, mean, acrimony, to embezzle by making illegal deductions","","","ㄎㄜˋ　ㄅㄛˊ"
"刻苦","kèkǔ","","7","hardworking","assiduous","","","ㄎㄜˋ　ㄎㄨˇ"
"刻意","kèyì","","7","meticulous","painstaking, deliberate","","","ㄎㄜˋ　ㄧˋ"
"客機","kèjī","","7","passenger plane","","","","ㄎㄜˋ　ㄐㄧ"
"課業","kèyè","","7","lesson","schoolwork","","","ㄎㄜˋ　ㄧㄝˋ"
"克制","kèzhì","","7","to restrain","to control, restraint, self-control","","","ㄎㄜˋ　ㄓˋ"
"吭","háng","kēng","7","throat","to utter","吭聲","kēngshēng","ㄎㄥ　ㄕㄥ"
"吭聲","kēngshēng","","7","to utter a word","","","","ㄎㄥ　ㄕㄥ"
"曠","kuàng","","7","to neglect","to skip (class or work), to waste (time), vast, loose-fitting","空曠","kōngkuàng","ㄎㄨㄥ　ㄎㄨㄤˋ"
"空曠","kōngkuàng","","7","spacious and empty","void","","","ㄎㄨㄥ　ㄎㄨㄤˋ"
"空難","kōngnàn","","7","air crash","aviation accident or incident","","","ㄎㄨㄥ　ㄋㄢˋ"
"空談","kōngtán","","7","prattle","idle chit-chat","","","ㄎㄨㄥ　ㄊㄢˊ"
"空運","kōngyùn","","7","air transport","","","","ㄎㄨㄥ　ㄩㄣˋ"
"恐嚇","kǒnghè","","7","to threaten","to menace","","","ㄎㄨㄥˇ　ㄏㄜˋ"
"懼","jù","","7","to fear","","恐懼","kǒngjù","ㄎㄨㄥˇ　ㄐㄩˋ"
"恐懼","kǒngjù","","7","to be frightened","fear, dread","","","ㄎㄨㄥˇ　ㄐㄩˋ"
"口頭","kǒutóu","","7","oral","verbal","","","ㄎㄡˇ　ㄊㄡˊ"
"口吻","kǒuwěn","","7","tone of voice","connotation in intonation, accent (regional etc), snout, muzzle, lips, protruding portion of an animal's face","","","ㄎㄡˇ　ㄨㄣˇ"
"扣除","kòuchú","","7","to deduct","","","","ㄎㄡˋ　ㄔㄨˊ"
"苦工","kǔgōng","","7","hard labor (in penal code)","coolie","","","ㄎㄨˇ　ㄍㄨㄥ"
"苦難","kǔnàn","","7","suffering","","","","ㄎㄨˇ　ㄋㄢˋ"
"苦惱","kǔnǎo","","7","vexed","distressed","","","ㄎㄨˇ　ㄋㄠˇ"
"衷","zhōng","","7","inner feelings","","苦衷","kǔzhōng","ㄎㄨˇ　ㄓㄨㄥ"
"苦衷","kǔzhōng","","7","secret trouble","sorrow, difficulties","","","ㄎㄨˇ　ㄓㄨㄥ"
"庫存","kùcún","","7","property or cash held in reserve","stock","","","ㄎㄨˋ　ㄘㄨㄣˊ"
"耀","yào","","7","brilliant","glorious","誇耀","kuāyào","ㄎㄨㄚ　ㄧㄠˋ"
"誇耀","kuāyào","","7","to brag about","to flaunt","","","ㄎㄨㄚ　ㄧㄠˋ"
"跨越","kuàyuè","","7","to step across","step over","","","ㄎㄨㄚˋ　ㄩㄝˋ"
"快活","kuàihuo","","7","happy","cheerful","","","ㄎㄨㄞˋ　˙ㄏㄨㄛ"
"快速","kuàisù","","7","fast","high-speed, rapid","","","ㄎㄨㄞˋ　ㄙㄨˋ"
"寬廣","kuānguǎng","","7","wide","broad, extensive, vast","","","ㄎㄨㄢ　ㄍㄨㄤˇ"
"寬闊","kuānkuò","","7","expansive","wide, width, thickness","","","ㄎㄨㄢ　ㄎㄨㄛˋ"
"款待","kuǎndài","","7","to entertain","to be hospitable to","","","ㄎㄨㄢˇ　ㄉㄞˋ"
"款式","kuǎnshì","","7","pattern","style, design, elegant, elegance, good taste, CL:種|种[zhong3]","","","ㄎㄨㄢˇ　ㄕˋ"
"狂風","kuángfēng","","7","gale","squall, whole gale (meteorology)","","","ㄎㄨㄤˊ　ㄈㄥ"
"妄","wàng","","7","absurd","fantastic, presumptuous, rash","狂妄","kuángwàng","ㄎㄨㄤˊ　ㄨㄤˋ"
"狂妄","kuángwàng","","7","egotistical","arrogant, brassy","","","ㄎㄨㄤˊ　ㄨㄤˋ"
"礦","kuàng","","7","ore","mine","礦產","kuàngchǎn","ㄎㄨㄤˋ　ㄔㄢˇ"
"礦產","kuàngchǎn","","7","minerals","","","","ㄎㄨㄤˋ　ㄔㄢˇ"
"礦工","kuànggōng","","7","miner","","","","ㄎㄨㄤˋ　ㄍㄨㄥ"
"昆","kūn","","7","used in place names, notably Kunlun Mountains 崑崙|昆仑[Kun1 lun2]","(also used for transliteration), descendant, elder brother, a style of Chinese poetry","昆蟲","kūnchóng","ㄎㄨㄣ　ㄔㄨㄥˊ"
"昆蟲","kūnchóng","","7","insect","CL:隻|只[zhi1],群[qun2],堆[dui1]","","","ㄎㄨㄣ　ㄔㄨㄥˊ"
"捆","kǔn","","7","variant of 捆[kun3]","","","","ㄎㄨㄣˇ"
"困境","kùnjìng","","7","predicament","plight","","","ㄎㄨㄣˋ　ㄐㄧㄥˋ"
